field,dtype,orig_name,example,drop,groupby,round
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_10__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].start_date,2/23/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_10__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[10].start_time,7:32:39,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_2__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].ats_data_file,025_V01_C01_R000_TEy_BL_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_2__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_2__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].start_date,3/12/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_2__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[2].start_time,9:49:07,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_3__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].ats_data_file,025_V01_C02_R000_THx_BL_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_3__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_3__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].start_date,3/12/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_3__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[3].start_time,9:49:07,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_4__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].ats_data_file,025_V01_C03_R000_THy_BL_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_4__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_4__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].start_date,3/12/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_4__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[4].start_time,9:49:07,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_5__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].ats_data_file,025_V01_C04_R000_THz_BL_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_5__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_5__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].start_date,3/12/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_5__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[5].start_time,9:49:07,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_6__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].ats_data_file,221_V01_C05_R000_TEx_BH_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_6__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_6__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].start_date,2/23/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_6__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[6].start_time,7:32:39,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_7__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].ats_data_file,221_V01_C06_R000_TEy_BH_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_7__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_7__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].start_date,2/23/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_7__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[7].start_time,7:32:39,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_8__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].ats_data_file,221_V01_C07_R000_THx_BH_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_8__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_8__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].start_date,2/23/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_8__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[8].start_time,7:32:39,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_9__axml_data_file,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].ats_data_file,221_V01_C08_R000_THy_BH_4096H.ats,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_9__num_samples,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].num_samples,245760,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_9__start_date,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].start_date,2/23/2024,1,,
xml_recording_output_ProcessingTree_output_ATSWriter_configuration_channel_9__start_time,str,measurement.recording.output.ProcessingTree.output.ATSWriter.configuration.channel[9].start_time,7:32:39,1,,
xml_Selftest_AdbBoards_channel_1__Atten_HF_HP_500Hz,str,measurement.Selftest.AdbBoards.channel[1].Atten_HF_HP_500Hz,0,1,,
xml_Selftest_AdbBoards_channel_1__Atten_LF_LP_4Hz,str,measurement.Selftest.AdbBoards.channel[1].Atten_LF_LP_4Hz,0,1,,
xml_Selftest_AdbBoards_channel_1__ExtOffsetComp,str,measurement.Selftest.AdbBoards.channel[1].ExtOffsetComp,0,1,,
xml_Selftest_AdbBoards_channel_1__GainAmpl,str,measurement.Selftest.AdbBoards.channel[1].GainAmpl,1,1,,
xml_Selftest_AdbBoards_channel_1__GainCheckHF16,str,measurement.Selftest.AdbBoards.channel[1].GainCheckHF16,0,1,,
xml_Selftest_AdbBoards_channel_1__GainCheckHF4,str,measurement.Selftest.AdbBoards.channel[1].GainCheckHF4,0,1,,
xml_Selftest_AdbBoards_channel_1__GainCheckHF8,str,measurement.Selftest.AdbBoards.channel[1].GainCheckHF8,0,1,,
xml_Selftest_AdbBoards_channel_1__GainCheckLF16,str,measurement.Selftest.AdbBoards.channel[1].GainCheckLF16,0,1,,
xml_Selftest_AdbBoards_channel_1__GainCheckLF4,str,measurement.Selftest.AdbBoards.channel[1].GainCheckLF4,0,1,,
xml_Selftest_AdbBoards_channel_1__GainCheckLF8,str,measurement.Selftest.AdbBoards.channel[1].GainCheckLF8,0,1,,
xml_Selftest_AdbBoards_channel_1__GainCorr,str,measurement.Selftest.AdbBoards.channel[1].GainCorr,0,1,,
xml_Selftest_AdbBoards_channel_1__InputDivCheckOff,str,measurement.Selftest.AdbBoards.channel[1].InputDivCheckOff,0,1,,
xml_Selftest_AdbBoards_channel_1__InputDivCheckOn,str,measurement.Selftest.AdbBoards.channel[1].InputDivCheckOn,0,1,,
xml_Selftest_AdbBoards_channel_1__IntOffsetCorr_1_HF,str,measurement.Selftest.AdbBoards.channel[1].IntOffsetCorr_1_HF,-1157955,1,,
xml_Selftest_AdbBoards_channel_1__IntOffsetCorr_1_LF,str,measurement.Selftest.AdbBoards.channel[1].IntOffsetCorr_1_LF,16827926,1,,
xml_Selftest_AdbBoards_channel_1__IntOffsetCorr_2_HF,str,measurement.Selftest.AdbBoards.channel[1].IntOffsetCorr_2_HF,0,1,,
xml_Selftest_AdbBoards_channel_1__IntOffsetCorr_2_LF,str,measurement.Selftest.AdbBoards.channel[1].IntOffsetCorr_2_LF,0,1,,
xml_Selftest_AdbBoards_channel_1__Message,str,measurement.Selftest.AdbBoards.channel[1].Message,---,1,,
xml_Selftest_AdbBoards_channel_1__NoiseCheckHF,str,measurement.Selftest.AdbBoards.channel[1].NoiseCheckHF,0,1,,
xml_Selftest_AdbBoards_channel_1__NoiseCheckLF,str,measurement.Selftest.AdbBoards.channel[1].NoiseCheckLF,0,1,,
xml_Selftest_AdbBoards_channel_1__RFCheckStrong,str,measurement.Selftest.AdbBoards.channel[1].RFCheckStrong,0,1,,
xml_Selftest_AdbBoards_channel_1__RFCheckWeak,str,measurement.Selftest.AdbBoards.channel[1].RFCheckWeak,0,1,,
xml_Selftest_AdbBoards_channel_10__Atten_HF_HP_500Hz,str,measurement.Selftest.AdbBoards.channel[10].Atten_HF_HP_500Hz,N/A,1,,
xml_Selftest_AdbBoards_channel_10__Atten_LF_LP_4Hz,str,measurement.Selftest.AdbBoards.channel[10].Atten_LF_LP_4Hz,N/A,1,,
xml_Selftest_AdbBoards_channel_10__ExtOffsetComp,str,measurement.Selftest.AdbBoards.channel[10].ExtOffsetComp,N/A,1,,
xml_Selftest_AdbBoards_channel_10__GainAmpl,str,measurement.Selftest.AdbBoards.channel[10].GainAmpl,N/A,1,,
xml_Selftest_AdbBoards_channel_10__GainCheckHF16,str,measurement.Selftest.AdbBoards.channel[10].GainCheckHF16,N/A,1,,
xml_Selftest_AdbBoards_channel_10__GainCheckHF4,str,measurement.Selftest.AdbBoards.channel[10].GainCheckHF4,N/A,1,,
xml_Selftest_AdbBoards_channel_10__GainCheckHF8,str,measurement.Selftest.AdbBoards.channel[10].GainCheckHF8,N/A,1,,
xml_Selftest_AdbBoards_channel_10__GainCheckLF16,str,measurement.Selftest.AdbBoards.channel[10].GainCheckLF16,N/A,1,,
xml_Selftest_AdbBoards_channel_10__GainCheckLF4,str,measurement.Selftest.AdbBoards.channel[10].GainCheckLF4,N/A,1,,
xml_Selftest_AdbBoards_channel_10__GainCheckLF8,str,measurement.Selftest.AdbBoards.channel[10].GainCheckLF8,N/A,1,,
xml_Selftest_AdbBoards_channel_10__GainCorr,str,measurement.Selftest.AdbBoards.channel[10].GainCorr,N/A,1,,
xml_Selftest_AdbBoards_channel_10__InputDivCheckOff,str,measurement.Selftest.AdbBoards.channel[10].InputDivCheckOff,N/A,1,,
xml_Selftest_AdbBoards_channel_10__InputDivCheckOn,str,measurement.Selftest.AdbBoards.channel[10].InputDivCheckOn,N/A,1,,
xml_Selftest_AdbBoards_channel_10__IntOffsetCorr_1_HF,str,measurement.Selftest.AdbBoards.channel[10].IntOffsetCorr_1_HF,N/A,1,,
xml_Selftest_AdbBoards_channel_10__IntOffsetCorr_1_LF,str,measurement.Selftest.AdbBoards.channel[10].IntOffsetCorr_1_LF,N/A,1,,
xml_Selftest_AdbBoards_channel_10__IntOffsetCorr_2_HF,str,measurement.Selftest.AdbBoards.channel[10].IntOffsetCorr_2_HF,N/A,1,,
xml_Selftest_AdbBoards_channel_10__IntOffsetCorr_2_LF,str,measurement.Selftest.AdbBoards.channel[10].IntOffsetCorr_2_LF,N/A,1,,
xml_Selftest_AdbBoards_channel_10__Message,str,measurement.Selftest.AdbBoards.channel[10].Message,N/A,1,,
xml_Selftest_AdbBoards_channel_10__NoiseCheckHF,str,measurement.Selftest.AdbBoards.channel[10].NoiseCheckHF,N/A,1,,
xml_Selftest_AdbBoards_channel_10__NoiseCheckLF,str,measurement.Selftest.AdbBoards.channel[10].NoiseCheckLF,N/A,1,,
xml_Selftest_AdbBoards_channel_10__RFCheckStrong,str,measurement.Selftest.AdbBoards.channel[10].RFCheckStrong,N/A,1,,
xml_Selftest_AdbBoards_channel_10__RFCheckWeak,str,measurement.Selftest.AdbBoards.channel[10].RFCheckWeak,N/A,1,,
xml_Selftest_AdbBoards_channel_2__Atten_HF_HP_500Hz,str,measurement.Selftest.AdbBoards.channel[2].Atten_HF_HP_500Hz,0,1,,
xml_Selftest_AdbBoards_channel_2__Atten_LF_LP_4Hz,str,measurement.Selftest.AdbBoards.channel[2].Atten_LF_LP_4Hz,0,1,,
xml_Selftest_AdbBoards_channel_2__ExtOffsetComp,str,measurement.Selftest.AdbBoards.channel[2].ExtOffsetComp,0,1,,
xml_Selftest_AdbBoards_channel_2__GainAmpl,str,measurement.Selftest.AdbBoards.channel[2].GainAmpl,1,1,,
xml_Selftest_AdbBoards_channel_2__GainCheckHF16,str,measurement.Selftest.AdbBoards.channel[2].GainCheckHF16,0,1,,
xml_Selftest_AdbBoards_channel_2__GainCheckHF4,str,measurement.Selftest.AdbBoards.channel[2].GainCheckHF4,0,1,,
xml_Selftest_AdbBoards_channel_2__GainCheckHF8,str,measurement.Selftest.AdbBoards.channel[2].GainCheckHF8,0,1,,
xml_Selftest_AdbBoards_channel_2__GainCheckLF16,str,measurement.Selftest.AdbBoards.channel[2].GainCheckLF16,0,1,,
xml_Selftest_AdbBoards_channel_2__GainCheckLF4,str,measurement.Selftest.AdbBoards.channel[2].GainCheckLF4,0,1,,
xml_Selftest_AdbBoards_channel_2__GainCheckLF8,str,measurement.Selftest.AdbBoards.channel[2].GainCheckLF8,0,1,,
xml_Selftest_AdbBoards_channel_2__GainCorr,str,measurement.Selftest.AdbBoards.channel[2].GainCorr,0,1,,
xml_Selftest_AdbBoards_channel_2__InputDivCheckOff,str,measurement.Selftest.AdbBoards.channel[2].InputDivCheckOff,0,1,,
xml_Selftest_AdbBoards_channel_2__InputDivCheckOn,str,measurement.Selftest.AdbBoards.channel[2].InputDivCheckOn,0,1,,
xml_Selftest_AdbBoards_channel_2__IntOffsetCorr_1_HF,str,measurement.Selftest.AdbBoards.channel[2].IntOffsetCorr_1_HF,-616303,1,,
xml_Selftest_AdbBoards_channel_2__IntOffsetCorr_1_LF,str,measurement.Selftest.AdbBoards.channel[2].IntOffsetCorr_1_LF,16359111,1,,
xml_Selftest_AdbBoards_channel_2__IntOffsetCorr_2_HF,str,measurement.Selftest.AdbBoards.channel[2].IntOffsetCorr_2_HF,0,1,,
xml_Selftest_AdbBoards_channel_2__IntOffsetCorr_2_LF,str,measurement.Selftest.AdbBoards.channel[2].IntOffsetCorr_2_LF,0,1,,
xml_Selftest_AdbBoards_channel_2__Message,str,measurement.Selftest.AdbBoards.channel[2].Message,---,1,,
xml_Selftest_AdbBoards_channel_2__NoiseCheckHF,str,measurement.Selftest.AdbBoards.channel[2].NoiseCheckHF,0,1,,
xml_Selftest_AdbBoards_channel_2__NoiseCheckLF,str,measurement.Selftest.AdbBoards.channel[2].NoiseCheckLF,0,1,,
xml_Selftest_AdbBoards_channel_2__RFCheckStrong,str,measurement.Selftest.AdbBoards.channel[2].RFCheckStrong,0,1,,
xml_Selftest_AdbBoards_channel_2__RFCheckWeak,str,measurement.Selftest.AdbBoards.channel[2].RFCheckWeak,0,1,,
xml_Selftest_AdbBoards_channel_3__Atten_HF_HP_500Hz,str,measurement.Selftest.AdbBoards.channel[3].Atten_HF_HP_500Hz,0,1,,
xml_Selftest_AdbBoards_channel_3__Atten_LF_LP_4Hz,str,measurement.Selftest.AdbBoards.channel[3].Atten_LF_LP_4Hz,0,1,,
xml_Selftest_AdbBoards_channel_3__ExtOffsetComp,str,measurement.Selftest.AdbBoards.channel[3].ExtOffsetComp,0,1,,
xml_Selftest_AdbBoards_channel_3__GainAmpl,str,measurement.Selftest.AdbBoards.channel[3].GainAmpl,1,1,,
xml_Selftest_AdbBoards_channel_3__GainCheckHF16,str,measurement.Selftest.AdbBoards.channel[3].GainCheckHF16,0,1,,
xml_Selftest_AdbBoards_channel_3__GainCheckHF4,str,measurement.Selftest.AdbBoards.channel[3].GainCheckHF4,0,1,,
xml_Selftest_AdbBoards_channel_3__GainCheckHF8,str,measurement.Selftest.AdbBoards.channel[3].GainCheckHF8,0,1,,
xml_Selftest_AdbBoards_channel_3__GainCheckLF16,str,measurement.Selftest.AdbBoards.channel[3].GainCheckLF16,0,1,,
xml_Selftest_AdbBoards_channel_3__GainCheckLF4,str,measurement.Selftest.AdbBoards.channel[3].GainCheckLF4,0,1,,
xml_Selftest_AdbBoards_channel_3__GainCheckLF8,str,measurement.Selftest.AdbBoards.channel[3].GainCheckLF8,0,1,,
xml_Selftest_AdbBoards_channel_3__GainCorr,str,measurement.Selftest.AdbBoards.channel[3].GainCorr,0,1,,
xml_Selftest_AdbBoards_channel_3__InputDivCheckOff,str,measurement.Selftest.AdbBoards.channel[3].InputDivCheckOff,0,1,,
xml_Selftest_AdbBoards_channel_3__InputDivCheckOn,str,measurement.Selftest.AdbBoards.channel[3].InputDivCheckOn,0,1,,
xml_Selftest_AdbBoards_channel_3__IntOffsetCorr_1_HF,str,measurement.Selftest.AdbBoards.channel[3].IntOffsetCorr_1_HF,711147,1,,
xml_Selftest_AdbBoards_channel_3__IntOffsetCorr_1_LF,str,measurement.Selftest.AdbBoards.channel[3].IntOffsetCorr_1_LF,16402597,1,,
xml_Selftest_AdbBoards_channel_3__IntOffsetCorr_2_HF,str,measurement.Selftest.AdbBoards.channel[3].IntOffsetCorr_2_HF,0,1,,
xml_Selftest_AdbBoards_channel_3__IntOffsetCorr_2_LF,str,measurement.Selftest.AdbBoards.channel[3].IntOffsetCorr_2_LF,0,1,,
xml_Selftest_AdbBoards_channel_3__Message,str,measurement.Selftest.AdbBoards.channel[3].Message,---,1,,
xml_Selftest_AdbBoards_channel_3__NoiseCheckHF,str,measurement.Selftest.AdbBoards.channel[3].NoiseCheckHF,0,1,,
xml_Selftest_AdbBoards_channel_3__NoiseCheckLF,str,measurement.Selftest.AdbBoards.channel[3].NoiseCheckLF,0,1,,
xml_Selftest_AdbBoards_channel_3__RFCheckStrong,str,measurement.Selftest.AdbBoards.channel[3].RFCheckStrong,0,1,,
xml_Selftest_AdbBoards_channel_3__RFCheckWeak,str,measurement.Selftest.AdbBoards.channel[3].RFCheckWeak,0,1,,
xml_Selftest_AdbBoards_channel_4__Atten_HF_HP_500Hz,str,measurement.Selftest.AdbBoards.channel[4].Atten_HF_HP_500Hz,0,1,,
xml_Selftest_AdbBoards_channel_4__Atten_LF_LP_4Hz,str,measurement.Selftest.AdbBoards.channel[4].Atten_LF_LP_4Hz,0,1,,
xml_Selftest_AdbBoards_channel_4__ExtOffsetComp,str,measurement.Selftest.AdbBoards.channel[4].ExtOffsetComp,0,1,,
xml_Selftest_AdbBoards_channel_4__GainAmpl,str,measurement.Selftest.AdbBoards.channel[4].GainAmpl,1,1,,
xml_Selftest_AdbBoards_channel_4__GainCheckHF16,str,measurement.Selftest.AdbBoards.channel[4].GainCheckHF16,0,1,,
xml_Selftest_AdbBoards_channel_4__GainCheckHF4,str,measurement.Selftest.AdbBoards.channel[4].GainCheckHF4,0,1,,
xml_Selftest_AdbBoards_channel_4__GainCheckHF8,str,measurement.Selftest.AdbBoards.channel[4].GainCheckHF8,0,1,,
